order;subj_no;userID;gender;age;chrono_cat;chrono_score;gold_msi;instrument;education;training;profession;employment;date;first_prompt;timediff;time;day;dayN;day_time;tries;bpm;smt_ms;smt_cv;exp_duration;emotion_type;emotion_cat;emotion_catN;emotion_intensity;stress_level;paq_total;location;activity;company;music_listening;pot_test;pot_general;pot_week;pot_month;pot_year;pot_10years;time_pressure;time_expansion;meta_speed;meta_slowness;sss_score;ipaq_score;ipaq_cat
262;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;22.07.2020 13:14;22.07.2020 08:31;4.72;afternoon;Wednesday;2;3_2;1;90.8682;660.2973;0.124210874;71919;calm - contentment;positive;0;5;2;12;outdoors;listening to music;nobody, I am alone;no;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
263;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;22.07.2020 17:56;22.07.2020 08:31;9.42;evening;Wednesday;2;3_3;1;97.9494;612.561;0.195097921;66307;calm - contentment;positive;0;5;1;7;home;watching TV/movie;nobody, I am alone;no;3;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
264;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;22.07.2020 22:26;22.07.2020 08:31;13.92;night;Wednesday;2;3_4;1;75.5238;794.4516;0.165434019;73706;calm - contentment;positive;0;6;1;7;home;listening to music;nobody, I am alone;no;6;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
265;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;23.07.2020 11:34;23.07.2020 08:47;2.78;morning;Thursday;3;4_1;1;83.1093;721.9412;0.100585226;65870;calm - contentment;positive;0;6;1;7;home;work/study;nobody, I am alone;no;7;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
266;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;23.07.2020 13:04;23.07.2020 08:47;4.28;afternoon;Thursday;3;4_2;1;93.1296;644.2632;0.198907381;63780;calm - contentment;positive;0;5;1;7;outdoors;listening to music;nobody, I am alone;no;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
267;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;23.07.2020 16:39;23.07.2020 08:47;7.87;evening;Thursday;3;4_3;1;92.4799;648.7895;0.222826148;63606;calm - contentment;positive;0;7;1;7;outdoors;listening to music;nobody, I am alone;no;6;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
268;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;23.07.2020 20:17;23.07.2020 08:47;11.5;night;Thursday;3;4_4;2;73.5264;816.0333;0.105939038;117593;love - tenderness;positive;0;6;1;7;home;house work;nobody, I am alone;no;4;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
269;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;24.07.2020 09:34;24.07.2020 08:11;1.38;morning;Friday;4;5_1;1;77.2636;776.5625;0.162870004;115618;calm - contentment;positive;0;6;1;7;home;work/study;nobody, I am alone;no;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
270;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;24.07.2020 13:03;24.07.2020 08:11;4.87;afternoon;Friday;4;5_2;1;97.2053;617.25;0.188975512;62289;calm - contentment;positive;0;5;1;7;home;work/study;nobody, I am alone;no;4;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
271;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;NA;24.07.2020 08:11;NA;evening;Friday;4;5_3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
272;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;24.07.2020 20:57;24.07.2020 08:11;12.77;night;Friday;4;5_4;1;88.896;674.9459;0.07663859;68835;Freude - Freude;positive;0;5;1;7;home;relaxation;nobody, I am alone;no;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
273;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;25.07.2020 11:08;25.07.2020 08:47;2.35;morning;Saturday;5;6_1;1;66.8537;897.4815;0.169004713;66828;calm - contentment;positive;0;5;1;7;home;social interaction;partner or friend;no;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
274;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;25.07.2020 12:53;25.07.2020 08:47;4.1;afternoon;Saturday;5;6_2;1;101.2577;592.5476;0.199465456;64993;Bitte kaufen;NA;NA;6;1;7;home;watching TV/movie;nobody, I am alone;no;6;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
275;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;25.07.2020 16:13;25.07.2020 08:47;7.43;evening;Saturday;5;6_3;1;93.1449;644.1579;0.103794791;62943;calm - contentment;positive;0;5;1;9;cafe;having a meal;my family;no;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
276;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;25.07.2020 20:46;25.07.2020 08:47;11.98;night;Saturday;5;6_4;1;84.924;706.5143;0.10390469;60539;calm - contentment;positive;0;7;1;8;home;watching TV/movie;nobody, I am alone;no;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
277;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;26.07.2020 09:32;26.07.2020 08:37;0.92;morning;Sunday;6;7_1;1;82.2415;729.5588;0.150070803;76671;love - tenderness;positive;0;5;1;7;home;watching TV/movie;nobody, I am alone;no;6;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
278;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;26.07.2020 16:18;26.07.2020 08:37;7.68;afternoon;Sunday;6;7_2;1;88.3472;679.1389;0.08241656;76899;calm - contentment;positive;0;6;1;9;outdoors;relaxation;partner or friend;no;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
279;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;26.07.2020 17:04;26.07.2020 08:37;8.45;evening;Sunday;6;7_3;1;94.7522;633.2308;0.080336611;90516;calm - contentment;positive;0;6;1;7;outdoors;physical activity;an acquaintance or colleague;no;6;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
280;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;26.07.2020 20:39;26.07.2020 08:37;12.03;night;Sunday;6;7_4;1;82.278;729.2353;0.223258158;89116;interest - expectancy ;positive;0;5;1;9;home;relaxation;nobody, I am alone;no;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
281;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;20.07.2020 08:27;20.07.2020 08:22;0.08;morning;Monday;0;1_1;1;91.3242;657;0.026709938;184575;Müdigkeit ;negative;1;6;5;7;another person's home;relaxation;nobody, I am alone;yes;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
282;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;20.07.2020 13:24;20.07.2020 08:22;5.03;afternoon;Monday;0;1_2;1;96.5911;621.175;0.038297719;229162;pleasure - enjoyment;positive;0;5;3;11;another person's home;social interaction;an acquaintance or colleague;no;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
283;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;20.07.2020 16:46;20.07.2020 08:22;8.4;evening;Monday;0;1_3;1;100.5466;596.7381;0.035693245;118712;Ungeduld;negative;1;5;5;7;another person's home;social interaction;my family;no;6;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
284;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;20.07.2020 20:30;20.07.2020 08:22;12.13;night;Monday;0;1_4;1;107.4831;558.2273;0.207100998;146456;calm - contentment;positive;0;5;2;9;another person's home;having a meal;my family;yes;6;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
285;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;21.07.2020 08:14;21.07.2020 08:04;0.17;morning;Tuesday;1;2_1;1;86.9285;690.2222;0.039873855;103004;calm - contentment;positive;0;4;1;7;another person's home;relaxation;nobody, I am alone;no;6;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
286;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;21.07.2020 12:34;21.07.2020 08:04;4.5;afternoon;Tuesday;1;2_2;1;93.361;642.6667;0.024477135;136196;calm - contentment;positive;0;2;1;7;another person's home;work/study;nobody, I am alone;yes;6;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
287;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;21.07.2020 16:15;21.07.2020 08:04;8.18;evening;Tuesday;1;2_3;1;102.0284;588.0714;0.029531023;122553;calm - contentment;positive;0;5;1;7;another person's home;social interaction;my family;no;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
288;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;21.07.2020 21:12;21.07.2020 08:04;13.13;night;Tuesday;1;2_4;1;88.9994;674.1622;0.03715678;106230;boredom - indifference;negative;1;3;1;7;another person's home;other;my family;no;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
289;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;22.07.2020 09:00;22.07.2020 08:31;0.48;morning;Wednesday;2;3_1;1;112.2773;534.3913;0.028383452;133852;anger - irritation;negative;1;4;1;8;another person's home;work/study;nobody, I am alone;yes;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
290;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;22.07.2020 12:53;22.07.2020 08:31;4.37;afternoon;Wednesday;2;3_2;1;107.0429;560.5227;0.035712366;125272;calm - contentment;positive;0;3;1;7;another person's home;having a meal;nobody, I am alone;yes;6;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
291;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;22.07.2020 16:34;22.07.2020 08:31;8.05;evening;Wednesday;2;3_3;1;125.9944;476.2115;0.132001746;461228;interest - expectancy ;positive;0;3;1;8;home;house work;my family;no;7;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
292;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;22.07.2020 20:45;22.07.2020 08:31;12.23;night;Wednesday;2;3_4;1;100.7436;595.5714;0.039358929;89684;pleasure - enjoyment;positive;0;3;1;7;home;watching TV/movie;several friends or acquaintances;no;4;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
293;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;23.07.2020 08:47;23.07.2020 08:47;0;morning;Thursday;3;4_1;1;94.7253;633.4103;0.146993158;84535;Keine;NA;NA;1;1;7;home;relaxation;nobody, I am alone;no;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
294;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;23.07.2020 12:21;23.07.2020 08:47;3.57;afternoon;Thursday;3;4_2;1;100.4902;597.0732;0.029366227;109433;anger - irritation;negative;1;3;1;7;home;relaxation;nobody, I am alone;no;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
295;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;23.07.2020 16:38;23.07.2020 08:47;7.85;evening;Thursday;3;4_3;1;109.5512;547.6889;0.160899004;142638;calm - contentment;positive;0;3;1;7;home;watching TV/movie;several friends or acquaintances;yes;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
296;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;23.07.2020 20:20;23.07.2020 08:47;11.55;night;Thursday;3;4_4;1;118.4004;506.7551;0.040152575;103570;calm - contentment;positive;0;5;1;12;home;having a meal;an acquaintance or colleague;no;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
297;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;24.07.2020 08:16;24.07.2020 08:11;0.08;morning;Friday;4;5_1;1;121.4673;493.96;0.028698639;86608;calm - contentment;positive;0;3;1;7;home;relaxation;several friends or acquaintances;no;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
298;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;24.07.2020 12:50;24.07.2020 08:11;4.65;afternoon;Friday;4;5_2;1;101.217;592.7857;0.029828245;128634;calm - contentment;positive;0;3;1;7;home;having a meal;several friends or acquaintances;yes;4;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
299;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;24.07.2020 16:07;24.07.2020 08:11;7.93;evening;Friday;4;5_3;1;98.9581;606.3171;0.038160533;158725;calm - contentment;positive;0;3;1;7;home;work/study;several friends or acquaintances;no;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
300;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;24.07.2020 20:41;24.07.2020 08:11;12.5;night;Friday;4;5_4;1;132.9948;451.1455;0.036999852;101836;interest - expectancy ;positive;0;5;1;7;home;watching TV/movie;nobody, I am alone;yes;4;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
301;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;25.07.2020 09:02;25.07.2020 08:47;0.25;morning;Saturday;5;6_1;1;98.9382;606.439;0.029846462;76742;calm - contentment;positive;0;4;1;7;home;relaxation;nobody, I am alone;no;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
302;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;25.07.2020 13:10;25.07.2020 08:47;4.38;afternoon;Saturday;5;6_2;1;108.5951;552.5111;0.033008338;113506;boredom - indifference;negative;1;5;1;10;outdoors;travel;a large crowd;yes;6;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
303;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;25.07.2020 17:08;25.07.2020 08:47;8.35;evening;Saturday;5;6_3;1;90.321;664.2973;0.253737251;115077;calm - contentment;positive;0;3;1;7;outdoors;travel;my family;yes;5;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
304;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;25.07.2020 20:24;25.07.2020 08:47;11.62;night;Saturday;5;6_4;1;110.9369;540.8478;0.071332856;78820;calm - contentment;positive;0;5;1;7;outdoors;relaxation;several friends or acquaintances;no;6;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
305;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;26.07.2020 08:40;26.07.2020 08:37;0.05;morning;Sunday;6;7_1;1;97.4382;615.775;0.037496628;147006;Erschöpfung / Müdigkeit ;negative;1;5;1;9;other;relaxation;nobody, I am alone;no;4;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
306;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;26.07.2020 12:39;26.07.2020 08:37;4.03;afternoon;Sunday;6;7_2;3;116.6795;514.2292;0.038798328;867377;pleasure - enjoyment;positive;0;4;1;9;another person's home;social interaction;several friends or acquaintances;no;4;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
307;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;26.07.2020 17:55;26.07.2020 08:37;9.3;evening;Sunday;6;7_3;1;98.2154;610.9024;0.303448411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
308;11;est06T;male;31;neither;48;91;guitar;6;9;9;1;26.07.2020 20:39;26.07.2020 08:37;12.03;night;Sunday;6;7_4;1;119.9424;500.24;0.032670853;72751;calm - contentment;positive;0;5;1;7;home;watching TV/movie;nobody, I am alone;no;6;0;2;2;1;0;1.8;0.6;0.33;1;0.45;516;low
309;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;20.07.2020 08:28;20.07.2020 08:22;0.1;morning;Monday;0;1_1;1;72.8656;823.4333;0.060860209;180918;calm - contentment;positive;0;5;4;16;home;relaxation;nobody, I am alone;no;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
310;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;20.07.2020 12:37;20.07.2020 08:22;4.25;afternoon;Monday;0;1_2;1;65.8055;911.7778;0.106807205;173438;boredom - indifference;negative;1;6;4;8;home;work/study;nobody, I am alone;yes;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
311;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;20.07.2020 16:47;20.07.2020 08:22;8.42;evening;Monday;0;1_3;1;80.042;749.6061;0.07149902;160037;calm - contentment;positive;0;6;2;26;home;social interaction;nobody, I am alone;no;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
312;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;20.07.2020 20:18;20.07.2020 08:22;11.93;night;Monday;0;1_4;1;62.8773;954.24;0.063792991;202599;boredom - indifference;negative;1;4;3;10;home;having a meal;nobody, I am alone;yes;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
313;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;21.07.2020 08:05;21.07.2020 08:04;0.02;morning;Tuesday;1;2_1;1;71.0668;844.2759;0.059783242;182281;Eile;negative;1;6;2;11;home;work/study;nobody, I am alone;no;2;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
314;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;21.07.2020 12:48;21.07.2020 08:04;4.73;afternoon;Tuesday;1;2_2;1;59.8707;1002.16;0.180344444;135727;boredom - indifference;negative;1;4;2;11;home;work/study;nobody, I am alone;no;5;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
315;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;21.07.2020 16:15;21.07.2020 08:04;8.18;evening;Tuesday;1;2_3;1;60.0312;999.48;0.05478257;99880;boredom - indifference;negative;1;4;2;9;home;relaxation;nobody, I am alone;no;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
316;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;21.07.2020 20:45;21.07.2020 08:04;12.68;night;Tuesday;1;2_4;1;59.9544;1000.76;0.049039226;169114;boredom - indifference;negative;1;4;2;10;transport;travel;one or more strangers;yes;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
317;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;22.07.2020 08:33;22.07.2020 08:31;0.03;morning;Wednesday;2;3_1;1;74.6898;803.3226;0.067551206;108144;boredom - indifference;negative;1;4;2;12;work/university/school;work/study;an acquaintance or colleague;no;5;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
318;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;22.07.2020 13:29;22.07.2020 08:31;4.97;afternoon;Wednesday;2;3_2;1;69.4001;864.5517;0.068413662;107658;boredom - indifference;negative;1;4;2;10;work/university/school;work/study;an acquaintance or colleague;no;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
319;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;22.07.2020 16:37;22.07.2020 08:31;8.1;evening;Wednesday;2;3_3;1;56.2829;1066.0435;0.083217295;127830;boredom - indifference;negative;1;4;2;9;transport;social interaction;an acquaintance or colleague;no;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
320;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;22.07.2020 20:45;22.07.2020 08:31;12.23;night;Wednesday;2;3_4;1;56.7808;1056.6957;0.042424293;210446;nostalgia - longing;negative;1;6;3;11;home;watching TV/movie;nobody, I am alone;yes;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
321;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;23.07.2020 09:19;23.07.2020 08:47;0.53;morning;Thursday;3;4_1;1;73.8506;812.4516;0.164042428;120546;nostalgia - longing;negative;1;5;3;12;work/university/school;work/study;an acquaintance or colleague;yes;3;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
322;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;23.07.2020 12:22;23.07.2020 08:47;3.58;afternoon;Thursday;3;4_2;1;59.2544;1012.5833;0.059313961;100711;boredom - indifference;negative;1;5;3;9;transport;travel;one or more strangers;no;5;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
323;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;23.07.2020 16:38;23.07.2020 08:47;7.85;evening;Thursday;3;4_3;1;59.3374;1011.1667;0.064839331;116983;calm - contentment;positive;0;4;1;20;home;relaxation;nobody, I am alone;no;3;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
324;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;23.07.2020 20:15;23.07.2020 08:47;11.47;night;Thursday;3;4_4;1;58.489;1025.8333;0.122719147;116261;nostalgia - longing;negative;1;5;3;8;home;watching TV/movie;nobody, I am alone;no;3;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
325;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;24.07.2020 08:43;24.07.2020 08:11;0.53;morning;Friday;4;5_1;1;59.6273;1006.25;0.15714942;121517;nostalgia - longing;negative;1;6;5;13;work/university/school;work/study;an acquaintance or colleague;no;3;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
326;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;24.07.2020 12:55;24.07.2020 08:11;4.73;afternoon;Friday;4;5_2;1;59.4894;1008.5833;0.093026676;108097;boredom - indifference;negative;1;6;3;17;work/university/school;work/study;an acquaintance or colleague;yes;3;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
327;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;24.07.2020 16:21;24.07.2020 08:11;8.17;evening;Friday;4;5_3;1;57.8639;1036.9167;0.084072356;136105;pleasure - enjoyment;positive;0;5;2;16;shop;shopping;one or more strangers;no;5;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
328;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;24.07.2020 20:42;24.07.2020 08:11;12.52;night;Friday;4;5_4;1;66.4316;903.1852;0.100802979;107687;nostalgia - longing;negative;1;7;3;14;home;watching TV/movie;nobody, I am alone;no;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
329;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;25.07.2020 08:50;25.07.2020 08:47;0.05;morning;Saturday;5;6_1;1;63.9738;937.8846;0.086416359;119371;nostalgia - longing;negative;1;6;3;11;home;having a meal;nobody, I am alone;no;3;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
330;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;25.07.2020 12:50;25.07.2020 08:47;4.05;afternoon;Saturday;5;6_2;1;81.7046;734.3529;0.101836531;134238;nostalgia - longing;negative;1;5;3;15;another person's home;social interaction;several friends or acquaintances;yes;2;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
331;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;25.07.2020 16:14;25.07.2020 08:47;7.45;evening;Saturday;5;6_3;1;84.1548;712.9714;0.091724605;133092;nostalgia - longing;negative;1;6;3;14;another person's home;social interaction;several friends or acquaintances;yes;5;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
332;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;25.07.2020 20:48;25.07.2020 08:47;12.02;night;Saturday;5;6_4;1;63.1477;950.1538;0.054098245;102192;anger - irritation;negative;1;5;4;13;home;relaxation;nobody, I am alone;no;3;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
333;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;26.07.2020 08:38;26.07.2020 08:37;0.02;morning;Sunday;6;7_1;1;51.3552;1168.3333;0.055107997;87018;sadness - melancholy;negative;1;7;5;14;home;having a meal;nobody, I am alone;no;3;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
334;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;26.07.2020 12:39;26.07.2020 08:37;4.03;afternoon;Sunday;6;7_2;1;116.8893;513.3061;0.095198551;170959;boredom - indifference;negative;1;7;4;14;home;physical activity;nobody, I am alone;yes;2;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
335;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;26.07.2020 16:53;26.07.2020 08:37;8.27;evening;Sunday;6;7_3;1;60.8051;986.76;0.063234195;88494;boredom - indifference;negative;1;7;3;17;home;watching TV/movie;nobody, I am alone;no;4;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
336;12;hed07k;female;33;neither;57;115;setar;5;9;5;4;26.07.2020 20:41;26.07.2020 08:37;12.07;night;Sunday;6;7_4;1;54.6132;1098.6364;0.057967948;88630;nostalgia - longing;negative;1;7;4;11;home;having a meal;nobody, I am alone;no;3;1;0;1;2;2;0.4;2.2;2.33;1.33;0.55;2895;high
337;13;ICH29B;female;32;morning;68;63;vocals;6;1;11;3;20.07.2020 08:40;20.07.2020 08:22;0.3;morning;Monday;0;1_1;1;256.3386;234.0654;0.046520298;309031;happiness - elation ;positive;0;4;1;19;home;travel;partner or friend;no;3;1;1;1;1;1;1.8;1.6;1.33;0.67;0.39;2768;moderate
338;13;ICH29B;female;32;morning;68;63;vocals;6;1;11;3;20.07.2020 12:04;20.07.2020 08:22;3.7;afternoon;Monday;0;1_2;1;80.2432;747.7273;0.064573579;116265;calm - contentment;positive;0;4;2;11;home;work/study;partner or friend;no;3;1;1;1;1;1;1.8;1.6;1.33;0.67;0.39;2768;moderate
339;13;ICH29B;female;32;morning;68;63;vocals;6;1;11;3;20.07.2020 16:52;20.07.2020 08:22;8.5;evening;Monday;0;1_3;1;94.7368;633.3333;0.116353796;132075;interest - expectancy ;positive;0;4;1;8;home;house work;partner or friend;no;5;1;1;1;1;1;1.8;1.6;1.33;0.67;0.39;2768;moderate
340;13;ICH29B;female;32;morning;68;63;vocals;6;1;11;3;20.07.2020 20:19;20.07.2020 08:22;11.95;night;Monday;0;1_4;1;295.1528;203.2846;0.052502292;100412;pleasure - enjoyment;positive;0;3;1;12;home;computer games;partner or friend;no;2;1;1;1;1;1;1.8;1.6;1.33;0.67;0.39;2768;moderate
341;13;ICH29B;female;32;morning;68;63;vocals;6;1;11;3;21.07.2020 08:19;21.07.2020 08:04;0.25;morning;Tuesday;1;2_1;1;159.3113;376.6212;0.058261723;137409;calm - contentment;positive;0;4;3;27;outdoors;physical activity;nobody, I am alone;no;2;1;1;1;1;1;1.8;1.6;1.33;0.67;0.39;2768;moderate
342;13;ICH29B;female;32;morning;68;63;vocals;6;1;11;3;21.07.2020 12:33;21.07.2020 08:04;4.48;afternoon;Tuesday;1;2_2;1;109.1394;549.7556;0.056302123;159632;interest - expectancy ;positive;0;4;1;10;outdoors;work/study;one or more strangers;no;5;1;1;1;1;1;1.8;1.6;1.33;0.67;0.39;2768;moderate
